2016-10-15 16:48:05,958 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50878 which had sessionid 0x157c80b6cfa0006
2016-10-15 16:49:14,146 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50887
2016-10-15 16:49:14,147 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50887
2016-10-15 16:49:14,148 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa0007 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50887
2016-10-15 16:49:14,154 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0007 type:create cxid:0x2 zxid:0x260 txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
2016-10-15 16:49:14,157 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0007 type:create cxid:0x6 zxid:0x262 txntype:-1 reqpath:n/a Error Path:/cluster/servers Error:KeeperErrorCode = NodeExists for /cluster/servers
2016-10-15 16:49:14,159 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0007 type:create cxid:0xa zxid:0x264 txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:49:16,195 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa0007
2016-10-15 16:49:16,196 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50887 which had sessionid 0x157c80b6cfa0007
2016-10-15 16:50:19,497 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50899
2016-10-15 16:50:19,497 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50899
2016-10-15 16:50:19,498 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa0008 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50899
2016-10-15 16:50:19,505 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0008 type:create cxid:0x2 zxid:0x274 txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
2016-10-15 16:50:19,508 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0008 type:create cxid:0x6 zxid:0x276 txntype:-1 reqpath:n/a Error Path:/cluster/servers Error:KeeperErrorCode = NodeExists for /cluster/servers
2016-10-15 16:50:19,510 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0008 type:create cxid:0xa zxid:0x278 txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:50:43,589 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50904
2016-10-15 16:50:43,589 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50904
2016-10-15 16:50:43,590 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa0009 with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50904
2016-10-15 16:50:43,597 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa0009 type:create cxid:0x2 zxid:0x287 txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
